workers,cost,rows,type,parallel,i_q,i_p,i_s,i_e,i_d,i_o_q,i_o_p,i_o_s,i_o_e,i_o_d,b_i_q,b_i_p,b_i_s,b_i_e,b_i_d,s_q,s_p,s_s,s_e,s_d,o_q,o_p,o_s,o_e,o_d,v_i_q,v_i_p,v_i_s,v_i_e,v_i_d,v_f_q,v_f_p,v_f_s,v_f_e,v_f_d,forced_parallel,query,batch,selectivity,latency
2,1299935.66,1063349,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,80000,0,0,1800000,0,0,0,0,7,3-1,0.0428527618387021,5032.511
2,1300120.74,1123050,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,80000,0,0,1900000,0,0,0,0,7,3-1,0.0447069428739868,5030.379
2,1300309.54,1183954,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,80000,0,0,2000000,0,0,0,0,7,3-1,0.0476064835872179,5050.696
0,517586.04,139687,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,5000,80000,0,0,0,0,0,0,0,8,3-1,0.00226929420192547,8910.865
0,835841.94,278412,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,10000,80000,0,0,0,0,0,0,0,8,3-1,0.00459475145988938,12686.276
0,1090394.19,424572,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,15000,80000,0,0,0,0,0,0,0,8,3-1,0.00697878900248344,12599.236
0,1284763.40,567050,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,20000,80000,0,0,0,0,0,0,0,8,3-1,0.00940883724103063,12534.585
2,1297562.92,297947,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,80000,0,0,0,25000,0,0,0,8,3-1,0.0118916977566718,4829.516
2,1297744.41,356493,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,80000,0,0,0,30000,0,0,0,8,3-1,0.0141713943768128,4843.510
2,1297924.37,414544,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,80000,0,0,0,35000,0,0,0,8,3-1,0.0165035698632075,4899.711
2,1298107.10,473488,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,80000,0,0,0,40000,0,0,0,8,3-1,0.0188863737856927,4935.399
2,1298295.66,534316,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,80000,0,0,0,45000,0,0,0,8,3-1,0.0213164720358659,4889.925
2,1298477.62,593013,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,80000,0,0,0,50000,0,0,0,8,3-1,0.0237993658925912,4883.284
2,1298667.26,654187,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,80000,0,0,0,55000,0,0,0,8,3-1,0.0260763452143842,4943.754
2,1298840.33,710017,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,80000,0,0,0,60000,0,0,0,8,3-1,0.0284028693870368,4901.794
2,1299022.42,768754,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,80000,0,0,0,65000,0,0,0,8,3-1,0.0307845230421232,4911.854
2,1299200.17,826092,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,80000,0,0,0,70000,0,0,0,8,3-1,0.033216771792216,4944.566
2,1299376.32,882915,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,80000,0,0,0,75000,0,0,0,8,3-1,0.0357042833890785,4888.248
0,728663.67,225133,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,100000,0,75000,0,0,0,0,0,0,0,9,3-1,0.00306059481960907,9332.914
0,524542.02,142312,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,100000,0,80000,0,0,0,0,0,0,0,9,3-1,0.00186211621328238,8599.684
0,364907.92,86897,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,100000,0,85000,0,0,0,0,0,0,0,9,3-1,0.000980411246267716,9332.940
0,218931.40,42515,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,100000,0,90000,0,0,0,0,0,0,0,9,3-1,0.000385272896439326,5979.206
0,145639.70,22417,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,100000,0,95000,0,0,0,0,0,0,0,9,3-1,7.13165787273348e-05,2503.945
0,101840.66,11152,bitmap,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,100000,0,100000,0,0,0,0,0,0,0,9,3-1,0,399.257
0,8.60,1,index,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,105000,0,0,100000,0,0,0,0,9,3-1,0,0.329
0,8.60,1,index,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,110000,0,0,100000,0,0,0,0,9,3-1,0,0.200
0,8.60,1,index,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,115000,0,0,100000,0,0,0,0,9,3-1,0,0.156
